"sep=;"
"Lado de CC";"Retardo de arranque entrada ";"1";"1";"s";"Parameter.DcCfg.StrTms[5]";"RW"
"Lado de CC";"Tensión mínima entrada";"188";"188";"V";"Parameter.DcCfg.StrVol[0]";"RW"
"Lado de CC";"Tensión mínima entrada";"188";"188";"V";"Parameter.DcCfg.StrVol[1]";"RW"
"Lado de CC";"Tensión mínima entrada";"188";"188";"V";"Parameter.DcCfg.StrVol[2]";"RW"
"Lado de CC";"Tensión mínima entrada";"188";"188";"V";"Parameter.DcCfg.StrVol[3]";"RW"
"Lado de CC";"Tensión mínima entrada";"188";"188";"V";"Parameter.DcCfg.StrVol[4]";"RW"
"Lado de CC";"Tensión mínima entrada";"188";"188";"V";"Parameter.DcCfg.StrVol[5]";"RW"
"Lado de CC";"Tensión máxima permitida entrada";"1050";"1050";"V";"Parameter.DcCfg.VolLim";"RW"
"Equipo";"Cambio autom. horario de verano/invierno activo";"1129";"Sí";"";"Parameter.DtTm.DlSvIsOn";"RW"
"Equipo";"Servidor NTP";"172.18.100.201";"172.18.100.201";"";"Parameter.DtTm.NtpSrv";"RW"
"Equipo";"La hora actual es la hora de verano";"1130";"No";"";"Parameter.DtTm.SetDlSvTm";"RW"
"Equipo";"Sincronizar hora con el servidor horario";"";"";"";"Parameter.DtTm.TmSyn";"RW"
"Equipo";"Sincronización automática de la hora";"1130";"No";"";"Parameter.DtTm.TmSynIsOn";"RW"
"Equipo";"Huso horario";"9499";"(UTC AUTOM)Auto. mediante el prot.SMA";"";"Parameter.DtTm.TmZn";"RW"
"Comunicación externa";"Ethernet Proxy activo";"1130";"No";"";"Parameter.Eth.Proxy.IsOn";"RW"
"Comunicación externa";"Ethernet Inicio de sesión servidor proxy ";"";"";"";"Parameter.Eth.Proxy.Login";"RW"
"Comunicación externa";"Ethernet Puerto servidor proxy";"80";"80";"";"Parameter.Eth.Proxy.Port";"RW"
"Comunicación externa";"Ethernet Contraseña servidor proxy";"****";"****";"";"Parameter.Eth.Proxy.Pwd";"RW"
"Comunicación externa";"Ethernet Dirección servidor proxy";"255.255.255.255";"255.255.255.255";"";"Parameter.Eth.Proxy.Srv";"RW"
"Monitorización de red";"Norma nacional ajustada";"27";"Ajuste especial";"";"Parameter.GridGuard.Cntry";"RO"
"Monitorización de red";"Detección de red aislada, asimetría de red admisible";"50";"50";"%";"Parameter.GridGuard.Cntry.Aid.AsymDet.AsymMax";"RW"
"Monitorización de red";"Detección de red aislada, tiempo de disparo de la detección de asimetría";"5000";"5000";"ms";"Parameter.GridGuard.Cntry.Aid.AsymDet.AsymMaxTmms";"RW"
"Monitorización de red";"Detección de red aislada, estado de la detección de asimetría";"303";"OFF";"";"Parameter.GridGuard.Cntry.Aid.AsymDet.Stt";"RW"
"Monitorización de red";"Detección de red aislada, tiempo de disparo de la monitorización de frecuencia";"5000";"5000";"ms";"Parameter.GridGuard.Cntry.Aid.HzMon.HzMonTmms";"RW"
"Monitorización de red";"Detección de red aislada, estado de la monitorización de frecuencia";"303";"OFF";"";"Parameter.GridGuard.Cntry.Aid.HzMon.Stt";"RW"
"Monitorización de red";"Umbral disparo monitorización corriente continua";"1";"1";"A";"Parameter.GridGuard.Cntry.AMaxOfs";"RW"
"Monitorización de red";"Tiempo disparo monitorización corriente continua";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.AMaxOfsTmms";"RW"
"Monitorización de red";"Monitorización de frecuencia, variación de frecuencia máxima por segundo";"10";"10";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.ChgMax";"RW"
"Monitorización de red";"Monitorización de frecuencia, variación de frecuencia máxima tiempo de disparo";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.FrqCtl.ChgMaxTmms";"RW"
"Monitorización de red";"Monitorización de frecuencia umbral máximo medio";"65";"65";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.hhLim";"RW"
"Monitorización de red";"Monito. frec. umbral máx. medio tiempo disparo";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.FrqCtl.hhLimTmms";"RW"
"Monitorización de red";"Monitorización de frecuencia, umbral máximo inferior";"54.5";"54.5";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.hLim";"RW"
"Monitorización de red";"Monitorización de frecuencia, umbral máximo inferior tiempo de disparo";"200";"200";"ms";"Parameter.GridGuard.Cntry.FrqCtl.hLimTmms";"RW"
"Monitorización de red";"Monitorización de frecuencia, umbral mínimo superior";"45";"45";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.lLim";"RW"
"Monitorización de red";"Monitorización de frecuencia, umbral mínimo superior tiempo de disparo";"2000";"2000";"ms";"Parameter.GridGuard.Cntry.FrqCtl.lLimTmms";"RW"
"Monitorización de red";"Monitorización de frecuencia umbral mínimo medio";"44";"44";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.llLim";"RW"
"Monitorización de red";"Monito. frec. umbral mínimo medio tiempo disparo";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.FrqCtl.llLimTmms";"RW"
"Monitorización de red";"Frecuencia máxima de conexión";"65";"65";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.ReconMax";"RW"
"Monitorización de red";"Frecuencia mínima de conexión";"44";"44";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.ReconMin";"RW"
"Monitorización de red";"Monitorización de frecuencia, umbral máximo conmutable";"65";"65";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.SwMax";"RW"
"Monitorización de red";"Monitorización de frecuencia, umbral máximo conmutable tiempo de disparo";"90000";"90000";"ms";"Parameter.GridGuard.Cntry.FrqCtl.SwMaxTmms";"RW"
"Monitorización de red";"Monitorización de frecuencia, umbral mínimo conmutable";"44";"44";"Hz";"Parameter.GridGuard.Cntry.FrqCtl.SwMin";"RW"
"Monitorización de red";"Monitorización de frecuencia, umbral mínimo conmutable tiempo de disparo";"300000";"300000";"ms";"Parameter.GridGuard.Cntry.FrqCtl.SwMinTmms";"RW"
"Monitorización de red";"Tiempo de conexión tras fallo de red";"0";"0";"s";"Parameter.GridGuard.Cntry.GriFltMonTms";"RW"
"Monitorización de red";"Tiempo de conexión rápida tras interrupción breve";"0";"0";"s";"Parameter.GridGuard.Cntry.GriFltReConTms";"RW"
"Monitorización de red";"Duración máxima de una interrupción breve";"3";"3";"s";"Parameter.GridGuard.Cntry.GriFltTms";"RW"
"Monitorización de red";"Tiempo de conexión tras reinicio";"0";"0";"s";"Parameter.GridGuard.Cntry.GriStrTms";"RW"
"Monitorización de red";"Frecuencia nominal";"50";"50";"Hz";"Parameter.GridGuard.Cntry.HzRtg";"RW"
"Monitorización de red";"Resistencia de aislamiento mínima";"34000";"34000";"Ohm";"Parameter.GridGuard.Cntry.LeakRisMin";"RW"
"Monitorización de red";"Monitorización de tensión umbral máximo medio";"332.4";"332.4";"V";"Parameter.GridGuard.Cntry.VolCtl.hhLim";"RW"
"Monitorización de red";"Monitorización de tensión, umbral máximo medio tiempo de disparo";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.VolCtl.hhLimTmms";"RW"
"Monitorización de red";"Monitorización de tensión umbral máx. inferior";"264.5";"264.5";"V";"Parameter.GridGuard.Cntry.VolCtl.hLim";"RW"
"Monitorización de red";"Monitorización de tensión, umbral máximo inferior tiempo de disparo";"200";"200";"ms";"Parameter.GridGuard.Cntry.VolCtl.hLimTmms";"RW"
"Monitorización de red";"Monitorización de tensión umbral mínimo superior";"103.5";"103.5";"V";"Parameter.GridGuard.Cntry.VolCtl.lLim";"RW"
"Monitorización de red";"Monitorización de tensión, umbral mínimo superior tiempo de disparo";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.VolCtl.lLimTmms";"RW"
"Monitorización de red";"Monitorización de tensión umbral mínimo medio";"103.5";"103.5";"V";"Parameter.GridGuard.Cntry.VolCtl.llLim";"RW"
"Monitorización de red";"Monitorización de tensión, umbral mínimo medio tiempo de disparo";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.VolCtl.llLimTmms";"RW"
"Monitorización de red";"Monitorización de tensión umbral máximo superior";"400";"400";"V";"Parameter.GridGuard.Cntry.VolCtl.Max";"RW"
"Monitorización de red";"Monitorización de la tensión, umbral máximo sup. como valor efectivo";"332.4";"332.4";"V";"Parameter.GridGuard.Cntry.VolCtl.MaxEff";"RW"
"Monitorización de red";"Monitorización de la tensión, umbral máximo sup. como valor efectivo, tiempo de disparo";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.VolCtl.MaxEffTmms";"RW"
"Monitorización de red";"Monito. tensión umbral máx. sup. tiempo disparo";"0.312";"0.312";"ms";"Parameter.GridGuard.Cntry.VolCtl.MaxTmms";"RW"
"Monitorización de red";"Monitorización de la tensión, umbral mínimo inf. como valor efectivo";"103.5";"103.5";"V";"Parameter.GridGuard.Cntry.VolCtl.MinEff";"RW"
"Monitorización de red";"Monitorización de la tensión, umbral mínimo inf. como valor efectivo, tiempo de disparo";"10000";"10000";"ms";"Parameter.GridGuard.Cntry.VolCtl.MinEffTmms";"RW"
"Monitorización de red";"Tensión máx. para reconexión";"332.4";"332.4";"V";"Parameter.GridGuard.Cntry.VolCtl.ReconMax";"RW"
"Monitorización de red";"Tensión mín. para reconexión";"103.5";"103.5";"V";"Parameter.GridGuard.Cntry.VolCtl.ReconMin";"RW"
"Monitorización de red";"Protección contra aumento de tensión";"332.4";"332.4";"V";"Parameter.GridGuard.Cntry.VolCtl.Rpro";"RW"
"Monitorización de red";"Tiempo disparo protección contra   aumento tensión";"40";"40";"ms";"Parameter.GridGuard.Cntry.VolCtl.RproTmms";"RW"
"Monitorización de red";"Tensión nominal de red";"230";"230";"V";"Parameter.GridGuard.Cntry.VRtg";"RW"
"Monitorización de red";"norma nacional de base";"7539";"[ES] RD1699/413";"";"Parameter.GridGuard.CntryBas";"RO"
"Monitorización de red";"Configurando norma nacional";"";"";"";"Parameter.GridGuard.CntrySet";"RW"
"Comunicación externa";"ID aplicación Goose";"16384";"16384";"";"Parameter.IecCfg.GoCfg.GoAppId";"RW"
"Comunicación externa";"Dirección Goose-Mac";"01:0C:CD:01:00:00";"01:0C:CD:01:00:00";"";"Parameter.IecCfg.GoCfg.GoMacId";"RW"
"Equipo";"AFCI activo";"1130";"No";"";"Parameter.Inverter.AfciIsOn";"RW"
"Control de equipos e instalaciones";"Especificación cos φ externa, modo de retroceso";"2506";"Mantener valores";"";"Parameter.Inverter.CtlComCfg.PFCtlCom.CtlComMssMod";"RW"
"Control de equipos e instalaciones";"Reserva cos φ para especificar cos φ ausente";"1";"1";"";"Parameter.Inverter.CtlComCfg.PFCtlCom.FlbPF";"RW"
"Control de equipos e instalaciones";"Reserva tipo excit. p. especificar cos φ aus.";"1042";"Subexcitado";"";"Parameter.Inverter.CtlComCfg.PFCtlCom.FlbPFExt";"RW"
"Control de equipos e instalaciones";"Especificación cos φ externa, tiempo de espera";"600";"600";"s";"Parameter.Inverter.CtlComCfg.PFCtlCom.TmsOut";"RW"
"Control de equipos e instalaciones";"Especificación externa de potencia reactiva, modo de retroceso";"2506";"Mantener valores";"";"Parameter.Inverter.CtlComCfg.VArCtlCom.CtlComMssMod";"RW"
"Control de equipos e instalaciones";"Especificación externa de potencia reactiva, valor de retroceso";"0";"0";"%";"Parameter.Inverter.CtlComCfg.VArCtlCom.FlbVArNom";"RW"
"Control de equipos e instalaciones";"Especificación externa de potencia reactiva, tiempo de espera";"600";"600";"s";"Parameter.Inverter.CtlComCfg.VArCtlCom.TmsOut";"RW"
"Control de equipos e instalaciones";"Especificación externa de potencia activa, modo de retroceso";"2506";"Mantener valores";"";"Parameter.Inverter.CtlComCfg.WCtlCom.CtlComMssMod";"RW"
"Control de equipos e instalaciones";"Reserva lim. pot. real P % de WMáx pot. real aus.";"100";"100";"%";"Parameter.Inverter.CtlComCfg.WCtlCom.FlbWNom";"RW"
"Control de equipos e instalaciones";"Especificación externa de potencia activa, tiempo de espera";"600";"600";"s";"Parameter.Inverter.CtlComCfg.WCtlCom.TmsOut";"RW"
"Control de equipos e instalaciones";"Apoyo de red dinámico, estática de corriente reactiva";"1020";"[DE] Dir. media tensión (Alemania)";"";"Parameter.Inverter.DGSModCfg.DGSFlCfg.ArGraMod";"RW"
"Control de equipos e instalaciones";"Apoyo de red dinámico, gradiente K de la estática de corriente reactiva para subtensión";"0";"0";"%";"Parameter.Inverter.DGSModCfg.DGSFlCfg.ArGraSag";"RW"
"Control de equipos e instalaciones";"Apoyo de red dinámico, gradiente K de la estática de corriente reactiva para sobretensión";"0";"0";"%";"Parameter.Inverter.DGSModCfg.DGSFlCfg.ArGraSwell";"RW"
"Control de equipos e instalaciones";"Límite superior de la banda muerta de tensión, configuración del apoyo de red dinámico completo";"10";"10";"%";"Parameter.Inverter.DGSModCfg.DGSFlCfg.DbVolNomMax";"RW"
"Control de equipos e instalaciones";"Límite inferior de la banda muerta de tensión, configuración del apoyo de red dinámico completo";"'-10";"'-10";"%";"Parameter.Inverter.DGSModCfg.DGSFlCfg.DbVolNomMin";"RW"
"Control de equipos e instalaciones";"Apoyo de red dinámico, modo de funcionamiento";"1265";"Apoyo de red dinámico limitado";"";"Parameter.Inverter.DGSModCfg.DGSMod";"RW"
"Control de equipos e instalaciones";"Tensión de histéresis, configuración del apoyo de red dinámico";"5";"5";"%";"Parameter.Inverter.DGSModCfg.HystVolNom";"RW"
"Control de equipos e instalaciones";"Retardo de bloqueo de PWM, configuración del apoyo de red dinámico";"0";"0";"s";"Parameter.Inverter.DGSModCfg.PwrCirInopTms";"RW"
"Control de equipos e instalaciones";"Tensión de bloqueo de PWM, configuración del apoyo de red dinámico";"70";"70";"%";"Parameter.Inverter.DGSModCfg.PwrCirInopVolNom";"RW"
"Control de equipos e instalaciones";"Retardo de bloqueo PWM, config. del apoyo de red dinám. con sobretensión PM";"0";"0";"s";"Parameter.Inverter.DGSModCfg.PwrCirOvVolInopTms";"RW"
"Control de equipos e instalaciones";"Tensión de bloqueo PWM, config. del apoyo de red dinám. con sobretensión PM";"130";"130";"%";"Parameter.Inverter.DGSModCfg.PwrCirOvVolInopVolNom";"RW"
"Equipo";"Adaptación RCD";"3821";"300 mA";"";"Parameter.Inverter.FltAMod";"RW"
"Lado de CA";"Punto final regulación de potencia por frecuencia";"2";"2";"Hz";"Parameter.Inverter.OffGri.HzdLim";"RW"
"Lado de CA";"Punto inicio de regulación potencia por frecuencia";"1";"1";"Hz";"Parameter.Inverter.OffGri.HzdStr";"RW"
"Equipo";"cos φ mínimo alcanzable cuadrante 1";"0.8";"0.8";"";"Parameter.Inverter.PFLimQ1";"RO"
"Equipo";"cos φ mínimo alcanzable cuadrante 4";"0.8";"0.8";"";"Parameter.Inverter.PFLimQ4";"RO"
"Control de equipos e instalaciones";"Tiempo de acción derivada para aviso de error de comunicación";"1800";"1800";"s";"Parameter.Inverter.PlntCtl.IntvTmsMax";"RW"
"Lado de CA";"Tensión nominal de red";"230";"230";"V";"Parameter.Inverter.PlntCtl.VRef";"RW"
"Lado de CA";"Tensión de desviación de la referencia, control de la planta";"0";"0";"V";"Parameter.Inverter.PlntCtl.VRefOfs";"RW"
"Equipo";"Retardo de desconexión";"2";"2";"s";"Parameter.Inverter.StopTms";"RW"
"Control de equipos e instalaciones";"Tiempo de disparo para activac. de curva caract.";"0";"0";"s";"Parameter.Inverter.UtilCrvCfg.Crv0.ActTms[0]";"RW"
"Control de equipos e instalaciones";"Tiempo de disparo para activac. de curva caract.";"0";"0";"s";"Parameter.Inverter.UtilCrvCfg.Crv0.ActTms[1]";"RW"
"Control de equipos e instalaciones";"Tiempo de disparo para activac. de curva caract.";"0";"0";"s";"Parameter.Inverter.UtilCrvCfg.Crv0.ActTms[2]";"RW"
"Control de equipos e instalaciones";"Crva car, tº aj pto func crva";"10";"10";"s";"Parameter.Inverter.UtilCrvCfg.Crv0.CrvTms[0]";"RW"
"Control de equipos e instalaciones";"Crva car, tº aj pto func crva";"10";"10";"s";"Parameter.Inverter.UtilCrvCfg.Crv0.CrvTms[1]";"RW"
"Control de equipos e instalaciones";"Crva car, tº aj pto func crva";"10";"10";"s";"Parameter.Inverter.UtilCrvCfg.Crv0.CrvTms[2]";"RW"
"Control de equipos e instalaciones";"Crva car, nº ptos p. crva car";"2";"2";"";"Parameter.Inverter.UtilCrvCfg.Crv0.NumPt[0]";"RW"
"Control de equipos e instalaciones";"Crva car, nº ptos p. crva car";"4";"4";"";"Parameter.Inverter.UtilCrvCfg.Crv0.NumPt[1]";"RW"
"Control de equipos e instalaciones";"Crva car, nº ptos p. crva car";"4";"4";"";"Parameter.Inverter.UtilCrvCfg.Crv0.NumPt[2]";"RW"
"Control de equipos e instalaciones";"Crva car, rampa desc alcance pto";"1200";"1200";"%";"Parameter.Inverter.UtilCrvCfg.Crv0.RmpDec[0]";"RW"
"Control de equipos e instalaciones";"Crva car, rampa desc alcance pto";"1200";"1200";"%";"Parameter.Inverter.UtilCrvCfg.Crv0.RmpDec[1]";"RW"
"Control de equipos e instalaciones";"Crva car, rampa desc alcance pto";"1200";"1200";"%";"Parameter.Inverter.UtilCrvCfg.Crv0.RmpDec[2]";"RW"
"Control de equipos e instalaciones";"Crva car, rampa asc alcance pto";"1200";"1200";"%";"Parameter.Inverter.UtilCrvCfg.Crv0.RmpInc[0]";"RW"
"Control de equipos e instalaciones";"Crva car, rampa asc alcance pto";"1200";"1200";"%";"Parameter.Inverter.UtilCrvCfg.Crv0.RmpInc[1]";"RW"
"Control de equipos e instalaciones";"Crva car, rampa asc alcance pto";"1200";"1200";"%";"Parameter.Inverter.UtilCrvCfg.Crv0.RmpInc[2]";"RW"
"Control de equipos e instalaciones";"Crva car, referencia ejes X";"1976";"Tensión en % de tens.nom.";"";"Parameter.Inverter.UtilCrvCfg.Crv0.XRef[0]";"RW"
"Control de equipos e instalaciones";"Crva car, referencia ejes X";"1976";"Tensión en % de tens.nom.";"";"Parameter.Inverter.UtilCrvCfg.Crv0.XRef[1]";"RW"
"Control de equipos e instalaciones";"Crva car, referencia ejes X";"1976";"Tensión en % de tens.nom.";"";"Parameter.Inverter.UtilCrvCfg.Crv0.XRef[2]";"RW"
"Control de equipos e instalaciones";"Crva car, referencia ejes Y";"1978";"Vatios en porcentaje de Pmáx";"";"Parameter.Inverter.UtilCrvCfg.Crv0.YRef[0]";"RW"
"Control de equipos e instalaciones";"Crva car, referencia ejes Y";"1977";"Var en porcentaje de Pmáx";"";"Parameter.Inverter.UtilCrvCfg.Crv0.YRef[1]";"RW"
"Control de equipos e instalaciones";"Crva car, referencia ejes Y";"1977";"Var en porcentaje de Pmáx";"";"Parameter.Inverter.UtilCrvCfg.Crv0.YRef[2]";"RW"
"Control de equipos e instalaciones";"Activación de la curva característica, configuración del modo de curva característica";"303";"OFF";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.CrvEna[0]";"RW"
"Control de equipos e instalaciones";"Activación de la curva característica, configuración del modo de curva característica";"303";"OFF";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.CrvEna[1]";"RW"
"Control de equipos e instalaciones";"Activación de la curva característica, configuración del modo de curva característica";"303";"OFF";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.CrvEna[2]";"RW"
"Control de equipos e instalaciones";"Número de curva característica, configuración del modo de curva característica";"1";"1";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.CrvNum[0]";"RW"
"Control de equipos e instalaciones";"Número de curva característica, configuración del modo de curva característica";"2";"2";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.CrvNum[1]";"RW"
"Control de equipos e instalaciones";"Número de curva característica, configuración del modo de curva característica";"3";"3";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.CrvNum[2]";"RW"
"Control de equipos e instalaciones";"Umbral de desactivación, configuración del modo de curva característica";"0";"0";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.DsaTrg[0]";"RW"
"Control de equipos e instalaciones";"Umbral de desactivación, configuración del modo de curva característica";"0";"0";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.DsaTrg[1]";"RW"
"Control de equipos e instalaciones";"Umbral de desactivación, configuración del modo de curva característica";"0";"0";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.DsaTrg[2]";"RW"
"Control de equipos e instalaciones";"Umbral de activación, configuración del modo de curva característica";"0";"0";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.EnaTrg[0]";"RW"
"Control de equipos e instalaciones";"Umbral de activación, configuración del modo de curva característica";"0";"0";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.EnaTrg[1]";"RW"
"Control de equipos e instalaciones";"Umbral de activación, configuración del modo de curva característica";"0";"0";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.EnaTrg[2]";"RW"
"Control de equipos e instalaciones";"Referencia de desactivación, configuración del modo de curva característica";"3158";"Potencia activa en % de Pmáx";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.TrgRef[0]";"RW"
"Control de equipos e instalaciones";"Referencia de desactivación, configuración del modo de curva característica";"3158";"Potencia activa en % de Pmáx";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.TrgRef[1]";"RW"
"Control de equipos e instalaciones";"Referencia de desactivación, configuración del modo de curva característica";"3158";"Potencia activa en % de Pmáx";"";"Parameter.Inverter.UtilCrvCfg.CrvModCfg.TrgRef[2]";"RW"
"Control de equipos e instalaciones";"Valores X de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.XVal[0]";"RW"
"Control de equipos e instalaciones";"Valores X de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.XVal[1]";"RW"
"Control de equipos e instalaciones";"Valores X de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.XVal[2]";"RW"
"Control de equipos e instalaciones";"Valores X de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.XVal[3]";"RW"
"Control de equipos e instalaciones";"Valores X de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.XVal[4]";"RW"
"Control de equipos e instalaciones";"Valores X de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.XVal[5]";"RW"
"Control de equipos e instalaciones";"Valores X de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.XVal[6]";"RW"
"Control de equipos e instalaciones";"Valores X de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.XVal[7]";"RW"
"Control de equipos e instalaciones";"Valores Y de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.YVal[0]";"RW"
"Control de equipos e instalaciones";"Valores Y de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.YVal[1]";"RW"
"Control de equipos e instalaciones";"Valores Y de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.YVal[2]";"RW"
"Control de equipos e instalaciones";"Valores Y de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.YVal[3]";"RW"
"Control de equipos e instalaciones";"Valores Y de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.YVal[4]";"RW"
"Control de equipos e instalaciones";"Valores Y de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.YVal[5]";"RW"
"Control de equipos e instalaciones";"Valores Y de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.YVal[6]";"RW"
"Control de equipos e instalaciones";"Valores Y de la curva característica 1";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt1.YVal[7]";"RW"
"Control de equipos e instalaciones";"Valores X de la curva característica 2";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt2.XVal[0]";"RW"
"Control de equipos e instalaciones";"Valores X de la curva característica 2";"100";"100";"";"Parameter.Inverter.UtilCrvCfg.CrvPt2.XVal[1]";"RW"
